Date,Time,SO2,NO, NO2,CO,OZONE,PM10,PM2.5,AQI
02/01/2020,01:00,0,0,-0.1,0.2,2.5,38.4,21.2,70.9062
02/01/2020,02:00,0,0,0.6,0.15,2.9,40.6,20.8,70.0312
02/01/2020,03:00,0,-0.1,0,0.3,2.3,44.9,24.6,78.3438
02/01/2020,04:00,0,-0.1,0,0.6,2.2,64.1,26.4,82.2812
02/01/2020,05:00,0,-0.1,0.2,1,2,97.1,48.6,134.784
02/01/2020,06:00,0.1,0,0.6,1.2,1.5,108,78.1,162.781
02/01/2020,07:00,0,0,0.2,0.3,2,25,67.8,157.412
02/01/2020,08:00,0,0,0,0.2,2.2,24,24.6,78.3438
02/01/2020,09:00,0,0,0,0.2,2.3,23.7,14.9,57.125
02/01/2020,10:00,0,0,0,0.2,2.4,25.4,7.5,33.7838
02/01/2020,11:00,0,0.1,0.1,0.2,2.4,23.3,6.5,29.2793
02/01/2020,12:00,0,0.2,0.2,0.2,2.2,23.7,9,40.5405
02/01/2020,13:00,0,0.2,0.2,0.2,2.2,22.3,5.2,23.4234
02/01/2020,14:00,0,0,0,0.2,2.4,21.6,6.8,30.6306
02/01/2020,15:00,0,0,0,0.2,2.4,22.7,4.4,21.0185
02/01/2020,16:00,0,0.1,0,0.3,2.4,27.3,9.5,42.7928
02/01/2020,17:00,0,0,0.1,0.3,2.5,39.7,14.2,55.5938
02/01/2020,18:00,0,0,0.1,0.3,2.2,32.5,15.9,59.3125
02/01/2020,19:00,0,0,0,0.2,2.2,25.2,11,49.5495
02/01/2020,20:00,0,0,0,0.2,2.3,28.5,12.3,51.4375
02/01/2020,21:00,0,0,0,0.3,2.4,29.6,19.7,67.625
02/01/2020,22:00,0,-0.1,0,0.3,2.4,31,17.7,63.25
02/01/2020,23:00,0,-0.1,0,0.3,2.5,29.8,14.9,57.125
02/01/2020,24:00,0,0,0,0.3,2.4,30.8,16.9,61.5
03/01/2020,01:00,0.1,0,0.3,0.3,2.2,35.6,20.1,68.5
03/01/2020,02:00,0.15,0.2,0.55,0.3,3.55,37.9,15.1,57.5625
03/01/2020,03:00,0,0,0.2,0.3,2.3,41.1,20.3,68.9375
03/01/2020,04:00,0,0,0.2,0.3,2.3,36.5,18.8,65.6562
03/01/2020,05:00,0,0,0.1,0.3,2.5,41.4,19.1,66.3125
03/01/2020,06:00,0,0,0.6,0.3,1.9,41.4,30.9,92.125
03/01/2020,07:00,0.1,0.2,1.2,0.3,1.3,42.4,24.8,78.7812
03/01/2020,08:00,0,0.1,0.5,0.3,2,53.7,17.7,63.25
03/01/2020,09:00,0,0.1,0.3,0.3,2.4,53.1,16.4,60.4062
03/01/2020,10:00,0,0.1,0.2,0.3,3.4,38,10.3,46.3964
03/01/2020,11:00,0,0.5,0.9,0.3,3.1,43.5,14.2,55.5938
03/01/2020,12:00,0,0.7,1.4,0.3,3.2,47,16.7,61.0625
03/01/2020,13:00,0.1,0.7,1.3,0.3,3.1,40.1,16.9,61.5
03/01/2020,14:00,0.1,1.1,1.3,0.3,2.3,31.5,23.1,75.0625
03/01/2020,15:00,0,0.4,0.5,0.3,2.4,17.9,14.7,56.6875
03/01/2020,16:00,0,0.1,0.2,0.3,2.8,19.5,11.4,51.3514
03/01/2020,17:00,0,0.1,0.2,0.2,2.5,13.1,9.5,42.7928
03/01/2020,18:00,0,0.1,0.1,0.2,2.3,26.6,6.3,28.3784
03/01/2020,19:00,0,0,0,0.2,2.4,16.9,4.7,21.1712
03/01/2020,20:00,0,0,0,0.2,2.2,20.1,8.8,39.6396
03/01/2020,21:00,0,0,0.1,0.2,2.1,22.4,7.6,34.2342
03/01/2020,22:00,0,0,0.1,0.2,2.1,24.1,7.8,35.1351
03/01/2020,23:00,0,0,0.1,0.2,2,24.9,8,36.036
03/01/2020,24:00,0,0,0.2,0.2,1.9,26.8,11.5,51.8018
04/01/2020,01:00,0,0,0.1,0.2,1.9,26.3,12,54.0541
04/01/2020,02:00,0.05,1.4,0.95,0.3,1.55,25.2,9,40.5405
04/01/2020,03:00,0,0,0.1,0.2,1.9,25.1,9.8,44.1441
04/01/2020,04:00,0,0,0.1,0.2,1.5,23.3,9.3,41.8919
04/01/2020,05:00,0,0,0.1,0.2,1.3,22.6,13,52.9688
04/01/2020,06:00,0,0.1,0.3,0.3,0.9,25.9,13.8,54.7188
04/01/2020,07:00,0,0.2,0.5,0.3,1,26.6,12.2,51.2188
04/01/2020,08:00,0,0.3,0.6,0.3,1.4,24.8,9.7,43.6937
04/01/2020,09:00,0.1,0.1,0.5,0.4,3.1,31,6.5,29.2793
04/01/2020,10:00,0.2,0,0.7,0.7,6.6,63.9,19.4,66.9688
04/01/2020,11:00,0.2,0.6,3.2,0.8,6.8,77.6,35.9,102.032
04/01/2020,12:00,0.2,0.6,3.7,0.7,6.1,67.6,39.7,111.832
04/01/2020,13:00,0.2,0.6,3.5,0.7,6.4,78.3,41.7,116.989
04/01/2020,14:00,0.2,0.9,4.3,0.6,5,71.3,45,125.5
04/01/2020,15:00,0.1,0.3,2.5,0.6,6.9,69.2,28.1,86
04/01/2020,16:00,0.2,0.2,2.2,0.6,7.4,85.7,35.9,102.032
04/01/2020,17:00,0.1,0.1,2.1,0.7,6.8,78.7,42.7,119.568
04/01/2020,18:00,0.1,0,0.5,0.6,8.1,64,41.2,115.7
04/01/2020,19:00,0.1,0,0.3,0.6,8.3,67.1,35.8,101.774
04/01/2020,20:00,0.2,0,0.6,0.6,7.7,67.4,37.5,106.158
04/01/2020,21:00,0.9,0,1.5,0.7,5.7,114.2,38.2,107.963
04/01/2020,22:00,0,0,0.2,0.9,5.9,166,59.3,152.981
04/01/2020,23:00,0,0,0,1.2,5.3,155.4,95,171.59
04/01/2020,24:00,0,0,0,1.2,4.8,150.8,107.6,178.159
05/01/2020,01:00,0,0,0,0.9,4,118.1,98.9,173.623
05/01/2020,02:00,0.15,0.2,2.3,0.25,2.05,55.7,76.2,161.79
05/01/2020,03:00,0,0,-0.1,0.1,2.3,38.1,40,112.605
05/01/2020,04:00,0,0,-0.1,0.1,2.2,43.1,21.9,72.4375
05/01/2020,05:00,0,0,-0.1,0.1,2.3,54.1,20.6,69.5938
05/01/2020,06:00,0,0,0.1,0.1,2.1,59.8,13.9,54.9375
05/01/2020,07:00,0,0,0,0.1,2.1,56.6,16.9,61.5
05/01/2020,08:00,0,0.1,0,0.1,2,51.9,15.3,58
05/01/2020,09:00,0.1,0.1,0,0.2,2.3,59.8,15.2,57.7812
05/01/2020,10:00,0,0,0,0.3,2.7,70.9,24.1,77.25
05/01/2020,11:00,0.1,0,0,0.3,2.8,67.3,30.6,91.4688
05/01/2020,12:00,0.1,0.1,0.1,0.4,3.3,96.6,34.2,99.3438
05/01/2020,13:00,0.1,0.1,0.2,0.5,3.5,106.7,42.5,119.053
05/01/2020,14:00,0,0,0,0.4,3.1,91.1,42.3,118.537
05/01/2020,15:00,0,0,0,0.3,2.6,68.7,39.4,111.058
05/01/2020,16:00,0,0,-0.1,0.2,2.4,47.8,30.5,91.25
05/01/2020,17:00,0,0,-0.1,0.1,2.4,41.6,25.5,80.3125
05/01/2020,18:00,0,0,-0.1,0.1,2.3,48,20.7,69.8125
05/01/2020,19:00,0.1,0,0,0.1,2.1,38.5,17.3,62.375
05/01/2020,20:00,0.1,0,-0.1,0.1,2.1,38.9,14.9,57.125
05/01/2020,21:00,0,0,-0.1,0.1,2.2,39.5,12.8,52.5312
05/01/2020,22:00,0,0,-0.1,0.2,2.2,43.8,8.2,40.5556
05/01/2020,23:00,0,0,-0.1,0.2,2.2,43.9,15.2,57.7812
05/01/2020,24:00,0,0,-0.1,0.2,2.2,38.9,15.2,57.7812
06/01/2020,01:00,0,0,-0.1,0.1,2.1,33.9,13,52.9688
06/01/2020,02:00,-0.05,0.3,1.75,0.35,1.15,33,13.4,53.8438
06/01/2020,03:00,0,0,0.5,0.2,1.2,30.3,10.8,48.6486
06/01/2020,04:00,0,0,0.9,0.2,0.7,35.6,13.5,54.0625
06/01/2020,05:00,0,0.1,1.1,0.2,0.4,37.8,8.6,38.7387
06/01/2020,06:00,0,0.1,1.2,0.3,0.4,40.8,8.1,37.7778
06/01/2020,07:00,0,0.2,0.9,0.2,1.2,33.3,17.2,62.1562
06/01/2020,08:00,0,0.1,0.5,0.2,1.9,38.1,12.2,51.2188
06/01/2020,09:00,0,0.1,0.5,0.2,1.9,38.1,8.7,39.1892
06/01/2020,10:00,0,0.4,0.8,0.2,1.6,42.6,11.9,53.6036
06/01/2020,11:00,0,0.4,0.9,0.2,1.5,40.6,14.5,56.25
06/01/2020,12:00,0,0.3,0.6,0.2,1.8,46,13.7,54.5
06/01/2020,13:00,0,0.3,0.4,0.3,2.2,43.6,16.9,61.5
06/01/2020,14:00,0,0.6,0.7,0.3,2.2,48.9,15.5,58.4375
06/01/2020,15:00,0,0.8,0.7,0.3,1.8,49.7,18.7,65.4375
06/01/2020,16:00,0.1,2.2,1.7,0.3,0.9,43.1,19,66.0938
06/01/2020,17:00,0,0.2,0.6,0.3,2,37.2,18.5,65
06/01/2020,18:00,0,0.1,0.5,0.2,1.7,27.5,14.7,56.6875
06/01/2020,19:00,0,0,0.5,0.3,1.6,24.2,10.8,48.6486
06/01/2020,20:00,0,0,0.4,0.2,1.5,18.2,10.2,45.9459
06/01/2020,21:00,0,0,0.3,0.2,1.6,13.2,-2.3,12.2222
06/01/2020,22:00,0,0,0.2,0.2,1.6,9.6,-2.7,8.88889
06/01/2020,23:00,0,0,0.1,0.2,1.7,9.6,4.1,18.4685
06/01/2020,24:00,0,0,0,0.2,1.9,15.6,2.8,14.4444
07/01/2020,01:00,0,0,0,0.2,1.5,5.9,4.1,18.4685
07/01/2020,02:00,0.2,0.05,0.45,0.15,0.9,-1,0.2,2.14286
07/01/2020,03:00,0,0,0.5,0.2,0.9,3.7,2.7,12.1622
07/01/2020,04:00,0,0.1,0.6,0.2,0.7,9.1,3.8,17.1171
07/01/2020,05:00,0,0,0.5,0.2,0.7,8.4,7.3,32.8829
07/01/2020,06:00,0,0.3,0.8,0.2,0.6,17.3,5.9,26.5766
07/01/2020,07:00,0,0.4,1,0.3,0.7,13.8,2.2,12.7778
07/01/2020,08:00,0,0.9,1.2,0.3,0.6,24.3,8.1,36.4865
07/01/2020,09:00,0,0.8,1,0.3,0.9,16.9,8,36.036
07/01/2020,10:00,0,0.4,0.7,0.3,1.5,22.3,9.6,43.2432
07/01/2020,11:00,0,0.4,0.7,0.3,2.1,20.2,12.6,52.0938
07/01/2020,12:00,0,0.2,0.5,0.3,3.1,24.3,14.5,56.25
07/01/2020,13:00,0,0.1,0.7,0.4,3.7,32,14.6,56.4688
07/01/2020,14:00,0.3,3.4,2.7,0.4,1.5,51.1,16.5,60.625
07/01/2020,15:00,0.2,2.9,2.4,0.4,1.3,48.1,25.8,80.9688
07/01/2020,16:00,0.1,0.2,0.8,0.4,3.6,48.8,27,83.5938
07/01/2020,17:00,0.2,0.1,0.8,0.4,3.9,41.7,23.9,76.8125
07/01/2020,18:00,0.1,0,0.6,0.4,3.5,40.3,23.4,75.7188
07/01/2020,19:00,0,0,0.3,0.4,3.2,45.8,24.2,77.4688
07/01/2020,20:00,0,0,0.2,0.4,3.4,36.5,23.1,75.0625
07/01/2020,21:00,0,0,0.3,0.4,3.2,42.2,25.7,80.75
07/01/2020,22:00,0,0,0.3,0.4,2.9,39.5,28.4,86.6562
07/01/2020,23:00,0,0,0.4,0.3,2.6,43.9,20.7,69.8125
07/01/2020,24:00,0,0,0.1,0.3,2.6,39.5,18.2,64.3438
08/01/2020,01:00,0,0,0.2,0.4,2.5,38.3,18.2,64.3438
08/01/2020,02:00,0,0.05,0.15,0.25,2.5,38.7,18.1,64.125
08/01/2020,03:00,0,0,0,1.3,3.3,75.4,33.4,97.5938
08/01/2020,04:00,0,0,0,1.5,3.3,87.4,54.7,150.516
08/01/2020,05:00,0,0,0.1,1.7,3.4,99,68.2,157.62
08/01/2020,06:00,0,0,0.4,2.3,3.4,121.5,80.5,164.032
08/01/2020,07:00,0,0,0.6,3.1,4.1,169,105.1,176.855
08/01/2020,08:00,0,0,0.5,3.3,4.6,187.8,131,190.356
08/01/2020,09:00,0,0,0.5,2.9,5.3,169.1,133.6,191.712
08/01/2020,10:00,0,0,0.5,2.7,6.4,169.5,133.4,191.607
08/01/2020,11:00,0,0,0.5,2.3,6.6,148.9,126.3,187.906
08/01/2020,12:00,0,0.1,0.8,2.1,6.4,128.9,112.9,180.921
08/01/2020,13:00,0,0.1,0.7,1.9,6.5,120.4,94.7,171.434
08/01/2020,14:00,0,0.1,0.6,1.8,6.2,108.6,93.3,170.704
08/01/2020,15:00,0,0,0.4,2.2,6.9,132.2,93.5,170.809
08/01/2020,16:00,0,0,0.3,2.4,7.7,159.4,116.4,182.746
08/01/2020,17:00,0,0,0.7,2,6.6,132.7,119.1,184.153
08/01/2020,18:00,0,0,0.5,1.8,6.3,116.5,103.7,176.126
08/01/2020,19:00,0,0,0.3,1.5,5.7,95.5,84.2,165.961
08/01/2020,20:00,0,0,0.2,1.5,5,85.7,71.5,159.34
08/01/2020,21:00,0,0,0.3,1.8,5.1,96.9,68.3,157.672
08/01/2020,22:00,0,0,0.4,1.7,5,91.6,80.4,163.98
08/01/2020,23:00,0,0,0,1.6,5.1,79.7,81,164.293
08/01/2020,24:00,0,0,0.1,1.4,4.7,71.1,73.8,160.539
09/01/2020,01:00,0,0,0.2,1.2,4.1,60.8,67.8,157.412
09/01/2020,02:00,0.1,0.15,2.5,0.3,1.65,59,58.4,152.512
09/01/2020,03:00,0.1,0,0.3,1,3.1,52.3,54.4,149.742
09/01/2020,04:00,0,0,0,0.5,2.8,27.8,29.5,89.0625
09/01/2020,05:00,0,0,0.1,0.4,2.1,10.8,12,54.0541
09/01/2020,06:00,0,0,0.3,0.2,1.8,4.5,8.6,38.7387
09/01/2020,07:00,0,0,0.4,0.2,1.6,0.5,5.4,24.3243
09/01/2020,08:00,0,0.1,0.4,0.2,1.6,2.1,3.1,13.964
09/01/2020,09:00,0,0.1,0.4,0.2,1.6,2.3,4.2,18.9189
09/01/2020,10:00,0,0.1,0.3,0.2,1.9,-0.8,4.3,19.3694
09/01/2020,11:00,0,0.2,0.2,0.2,2.1,3.1,1.9,8.55856
09/01/2020,12:00,0,0.1,0.2,0.2,2.4,4.4,0.8,4.07407
09/01/2020,13:00,0,0.2,0.3,0.2,2.4,6.4,3.7,16.6667
09/01/2020,14:00,0,0.2,0.3,0.3,2.5,6.9,4.7,21.1712
09/01/2020,15:00,0,0.2,0.3,0.2,2.4,6.5,3.3,14.8649
09/01/2020,16:00,0,0.2,0.3,0.3,2.3,8.6,3.8,17.1171
09/01/2020,17:00,0,0.1,0.5,0.3,2.1,7.7,3.2,14.4144
09/01/2020,18:00,0,0.1,0.6,0.3,1.9,12.6,2.2,11.6667
09/01/2020,19:00,0,0,0.5,0.3,2,8.1,5.5,24.7748
09/01/2020,20:00,0,0,0.6,0.3,1.9,9.9,4.8,21.6216
09/01/2020,21:00,0,0,0.6,0.3,1.8,10.6,-3.3,9.81481
09/01/2020,22:00,0,0,1,0.3,1.4,7.4,2.7,12.1622
09/01/2020,23:00,0,0,1,0.3,1.4,10.3,7.8,35.1351
09/01/2020,24:00,0,0,0.5,0.3,1.6,6.3,8.9,40.0901
10/01/2020,01:00,0,0,0.1,0.3,1.8,4.1,5.1,22.973
10/01/2020,02:00,-0.05,0.65,1.15,0.3,1.35,4.4,4.7,21.1712
10/01/2020,03:00,0,0,0.3,0.3,1.4,4.5,2.5,11.2613
10/01/2020,04:00,0,0,0.3,0.3,1.4,6.6,2.7,12.1622
10/01/2020,05:00,0,0,0.5,0.3,1.2,11.3,1.4,10.463
10/01/2020,06:00,0,0.1,0.9,0.3,0.9,10.7,4.3,19.3694
10/01/2020,07:00,0,0.7,1.3,0.4,0.6,12.3,3.2,14.4144
10/01/2020,08:00,0,1.3,1.3,0.4,0.7,17.2,5.8,26.1261
10/01/2020,09:00,0,0.3,0.6,0.4,2,18.7,7.1,31.982
10/01/2020,10:00,0.3,0.3,0.7,0.4,2.6,20.8,9.2,41.4414
10/01/2020,11:00,0.2,0.3,0.7,0.4,3.3,37.3,15.3,58
10/01/2020,12:00,0.1,0.1,0.3,0.4,4,23.5,15.2,57.7812
10/01/2020,13:00,0.1,0.1,0.4,0.5,3.9,42.8,11.1,50
10/01/2020,14:00,0.1,0.1,0.4,0.5,3.7,30.5,10.9,49.0991
10/01/2020,15:00,0.1,0.1,0.4,0.5,4.1,25.8,18,63.9062
10/01/2020,16:00,0,0.1,0.4,0.5,4,30.7,16.2,59.9688
10/01/2020,17:00,0,0,0.3,0.5,4.2,27.8,15.1,57.5625
10/01/2020,18:00,0,0,0.3,0.4,4.4,28.6,17.8,63.4688
10/01/2020,19:00,0,0,0.3,0.4,4.7,31.9,15.9,59.3125
10/01/2020,20:00,0,0,0.3,0.4,4.8,32.6,17.8,63.4688
10/01/2020,21:00,0.1,0,0.8,0.4,3.4,55.8,24.7,78.5625
10/01/2020,22:00,0.4,0,1.1,0.4,2.5,49.9,29.5,89.0625
10/01/2020,23:00,0.4,0,0.9,0.4,2.4,48.1,28.1,86
10/01/2020,24:00,0.3,0,0.8,0.4,2.4,47.4,25.9,81.1875
11/01/2020,01:00,0.2,0,0.9,0.4,2.1,52,24.8,78.7812
11/01/2020,02:00,0.1,0,1.7,0.3,2.3,58.5,28.7,87.3125
11/01/2020,03:00,0,0,0.1,0.6,2.8,71.2,24.8,78.7812
11/01/2020,04:00,0,0,0.1,0.7,2.4,112.9,61.7,154.232
11/01/2020,05:00,0,0,0,0.4,2.5,61.4,63.3,155.066
11/01/2020,06:00,0,0,0.1,0.3,2.4,38.9,42.9,120.084
11/01/2020,07:00,0,0,0.2,0.3,1.9,22.2,25.9,81.1875
11/01/2020,08:00,0,0,0.2,0.3,1.7,37,19.2,66.5312
11/01/2020,09:00,0,0.1,0.3,0.3,1.6,34.4,20.6,69.5938
11/01/2020,10:00,0,0.1,0.3,0.2,1.5,35.4,26.6,82.7188
11/01/2020,11:00,0,0.1,0.3,0.2,1.6,26.8,18.7,65.4375
11/01/2020,12:00,0,0.2,0.3,0.2,1.6,23.9,10.8,48.6486
11/01/2020,13:00,0,0.1,0.2,0.4,2,38.9,16.9,61.5
11/01/2020,14:00,0,0.1,0.1,0.5,2.5,52.8,32.3,95.1875
11/01/2020,15:00,0,0,0.1,0.4,2.6,44.9,28.7,87.3125
11/01/2020,16:00,0,0,0.1,0.4,3.1,47.8,24.6,78.3438
11/01/2020,17:00,0,0,0.1,0.4,2.8,48.3,21.5,71.5625
11/01/2020,18:00,0,0,0.1,0.4,2.8,50.3,27.7,85.125
11/01/2020,19:00,0,0,0.1,0.4,2.9,50.7,31.1,92.5625
11/01/2020,20:00,0,0,0.2,0.3,2.6,42.5,27.6,84.9062
11/01/2020,21:00,0,0,0,0.3,2.7,38.8,25,79.2188
11/01/2020,22:00,0,0,0.1,0.2,2.5,40,25.2,79.6562
11/01/2020,23:00,0,0,0,0.2,2.7,35.9,23.2,75.2812
11/01/2020,24:00,0,0,0,0.2,2.7,38.6,24.4,77.9062
12/01/2020,01:00,0,0,0,0.2,2.7,40,19.6,67.4062
12/01/2020,02:00,0.05,0.1,0.4,0.25,4.1,60.9,26.4,82.2812
12/01/2020,03:00,0,0,0.1,0.3,2.4,69,44.4,123.953
12/01/2020,04:00,0,0,0,0.3,2.4,66.1,44.1,123.179
12/01/2020,05:00,0,0,0,0.2,2.3,47.4,39.9,112.347
12/01/2020,06:00,0,0,0,0.1,2.1,34.5,27,83.5938
12/01/2020,07:00,0,0,0.1,0.2,2,44.6,19,66.0938
12/01/2020,08:00,0,0,0.1,0.3,1.9,64.1,25.9,81.1875
12/01/2020,09:00,0,0,0.1,0.5,2,99.6,47,130.658
12/01/2020,10:00,0,0,0.2,0.6,2.2,111.2,71.6,159.393
12/01/2020,11:00,0,0.1,0.8,0.8,1.4,133,90.7,169.349
12/01/2020,12:00,0,0.1,0.5,0.9,1.2,115.8,91.8,169.922
12/01/2020,13:00,0,0.1,0.6,0.8,1.1,95.2,90.5,169.245
12/01/2020,14:00,0,0,0.6,0.5,1.3,44.1,78,162.729
12/01/2020,15:00,0,0.1,0.7,0.6,1.3,64.9,58.3,152.46
12/01/2020,16:00,0,0,0.4,0.5,1.8,46,52,143.553
12/01/2020,17:00,0,0.1,0.5,0.3,1.7,22.1,30.4,91.0312
12/01/2020,18:00,0.1,0,0.4,0.2,1.8,14.2,16.5,60.625
12/01/2020,19:00,0,0,0.3,0.2,1.8,26.6,13.7,54.5
12/01/2020,20:00,0,0,0.6,0.3,1.3,24.7,12.1,51
12/01/2020,21:00,0,0,1.1,0.3,0.6,26.6,14.8,56.9062
12/01/2020,22:00,0,0,0.9,0.3,0.7,26.2,29,87.9688
12/01/2020,23:00,0,0,0.7,0.4,1.1,22.7,22.5,73.75
12/01/2020,24:00,0,0.1,1.2,0.4,0.5,35.4,21.8,72.2188
13/01/2020,01:00,0,0.1,1.3,0.4,0.2,28.2,24.8,78.7812
13/01/2020,02:00,0.1,2.1,1.1,0.6,1.65,26.9,25.6,80.5312
13/01/2020,03:00,0,0,0.8,0.3,0.4,31.6,24.1,77.25
13/01/2020,04:00,0,0.6,1.2,0.4,0.2,34.5,24.4,77.9062
13/01/2020,05:00,0,0.6,1.2,0.4,0.1,36.5,26.1,81.625
13/01/2020,06:00,0,1.2,1.3,0.5,0.2,38.6,26.1,81.625
13/01/2020,07:00,0,2,1.3,0.5,0.2,46.4,33.5,97.8125
13/01/2020,08:00,0.1,3.2,1.9,0.7,0.3,50.5,46.4,129.111
13/01/2020,09:00,0.1,2.9,2,0.6,0.7,60.4,42.8,119.826
13/01/2020,10:00,0,0.7,0.6,0.2,1.6,9.1,35.5,101
13/01/2020,11:00,0,0.3,0.3,0.1,1.9,24.6,12.7,52.3125
13/01/2020,12:00,0,0.3,0.2,0.1,1.8,7.1,7.1,31.982
13/01/2020,13:00,0,0.3,0.2,0.1,1.8,13.2,4,18.018
13/01/2020,14:00,0,0.2,0.1,0.1,1.9,14.1,0.4,13.0556
13/01/2020,15:00,0,0.3,0.2,0.1,1.7,13.3,1.7,12.3148
13/01/2020,16:00,0,0.6,0.4,0.1,1.5,18.2,3.8,17.1171
13/01/2020,17:00,0,0.5,0.4,0.1,1.4,27.6,8.7,39.1892
13/01/2020,18:00,0,0.4,0.4,0.1,1.3,23.2,6.2,27.9279
13/01/2020,19:00,0,0,0.1,0.1,1.6,13.5,8.1,36.4865
13/01/2020,20:00,0,0,0,0.1,1.6,12.4,6.2,27.9279
13/01/2020,21:00,0,0,0.1,0.1,1.7,20.7,-0.1,19.1667
13/01/2020,22:00,0,0,0.1,0.1,1.5,18.6,-6.5,17.2222
13/01/2020,23:00,0,0,0.1,0.1,1.5,17.2,1.6,15.9259
13/01/2020,24:00,0,0,0.3,0.1,1.2,15.2,5,22.5225
14/01/2020,01:00,0,0,0.3,0.1,1.1,15.3,6.2,27.9279
14/01/2020,02:00,0,0,0.3,0.15,2.05,9.3,3.6,16.2162
14/01/2020,03:00,0,0.2,0.8,0.2,0.3,13,5.9,26.5766
14/01/2020,04:00,0,0.7,1,0.2,0.2,7.8,3.7,16.6667
14/01/2020,05:00,0,0.6,1.1,0.2,0.2,13.8,1.7,12.7778
14/01/2020,06:00,0,1.2,0.9,0.2,0.2,21.2,2.6,19.6296
14/01/2020,07:00,0.1,2.3,1.1,0.3,0.3,22,3.9,20.3704
14/01/2020,08:00,0.1,2.1,1.3,0.4,0.6,42.6,3.4,39.4444
14/01/2020,09:00,0.1,1.2,1.1,0.2,1,25,8.1,36.4865
14/01/2020,10:00,0,0.5,0.6,0.2,1.8,23.9,11.2,50.4505
14/01/2020,11:00,0,0.6,0.6,0.2,2,24.9,7.8,35.1351
14/01/2020,12:00,0,0.4,0.5,0.2,2.1,22.6,7.9,35.5856
14/01/2020,13:00,0,0.7,0.7,0.2,1.8,17.5,1.4,16.2037
14/01/2020,14:00,0,0.2,0.2,0.2,2.5,14.1,0.5,13.0556
14/01/2020,15:00,0,0.6,0.7,0.2,1.6,22.1,2.7,20.463
14/01/2020,16:00,0,0.4,0.5,0.2,1.7,15.1,4.8,21.6216
14/01/2020,17:00,0,0.3,0.4,0.2,1.7,13,4.5,20.2703
14/01/2020,18:00,0,0.8,0.8,0.2,0.9,9.1,4.7,21.1712
14/01/2020,19:00,0,0.8,0.9,0.2,0.7,10.6,3.4,15.3153
14/01/2020,20:00,0,0,0.6,0.2,1,14.6,5.9,26.5766
14/01/2020,21:00,0,0.1,0.9,0.2,0.8,10.8,6,27.027
14/01/2020,22:00,0,0,0.6,0.2,1.2,7.3,-0.4,6.75926
14/01/2020,23:00,0,0,0.6,0.2,1.2,8.7,1.5,8.05556
14/01/2020,24:00,0,0.1,0.8,0.2,0.9,9,4.5,20.2703
15/01/2020,01:00,0,0.3,1.2,0.2,0.3,10,3.6,16.2162
15/01/2020,02:00,0,0.05,0.55,0.15,2,13.1,6,27.027
15/01/2020,03:00,0,0.2,0.9,0.2,0.2,8.9,4.7,21.1712
15/01/2020,04:00,0,0.7,0.9,0.3,0.2,10.1,3.5,15.7658
15/01/2020,05:00,0,1.5,0.9,0.3,0.2,9.2,12.5,51.875
15/01/2020,06:00,0.1,2.5,0.9,0.3,0.2,19.2,13.7,54.5
15/01/2020,07:00,0.1,3.8,1.1,0.4,0.2,24.3,5.9,26.5766
15/01/2020,08:00,0.1,4.9,1.6,0.4,0.3,20.3,6.1,27.4775
15/01/2020,09:00,0,1.2,0.9,0.2,1.1,0.9,7.8,35.1351
15/01/2020,10:00,0,0.3,0.5,0.2,1.9,6.9,4.9,22.0721
15/01/2020,11:00,0,0.6,0.8,0.2,1.8,26.5,4,24.537
15/01/2020,12:00,0.1,0.9,1.1,0.2,1.7,24.5,5.2,23.4234
15/01/2020,13:00,0.2,0.6,0.8,0.2,2,22.1,12,54.0541
15/01/2020,14:00,0.1,0.6,0.9,0.2,1.8,18,10.8,48.6486
15/01/2020,15:00,0,0.2,0.5,0.3,2.2,20.1,10.9,49.0991
15/01/2020,16:00,0,0.1,0.3,0.3,2.2,23.9,6.3,28.3784
15/01/2020,17:00,0,0.2,0.4,0.3,2.1,23.8,1.8,22.037
15/01/2020,18:00,0,0.1,0.3,0.3,2.1,25.4,3.6,23.5185
15/01/2020,19:00,0,0,0.2,0.3,2.2,16.8,3.4,15.5556
15/01/2020,20:00,0,0,0.1,0.3,1.8,15.1,1.8,13.9815
15/01/2020,21:00,0,0,0.1,0.2,1.5,15.2,6,27.027
15/01/2020,22:00,0,0,0.1,0.2,1.3,12.6,10.1,45.4955
15/01/2020,23:00,0,0,0.1,0.2,1.2,12.7,7.3,32.8829
15/01/2020,24:00,0,0,0.1,0.2,1,13,5,22.5225
16/01/2020,01:00,0,0,0.3,0.2,0.8,13.5,2.4,12.5
16/01/2020,02:00,0,0.15,2,0.3,0.45,17.2,4.9,22.0721
16/01/2020,03:00,0,0,0.2,0.2,1.1,23.5,4.4,21.7593
16/01/2020,04:00,0,0,0.2,0.2,0.9,17.3,4.3,19.3694
16/01/2020,05:00,0,0.2,0.6,0.2,0.4,18.5,7.3,32.8829
16/01/2020,06:00,0,1.1,0.9,0.3,0.2,25.1,-0.8,23.2407
16/01/2020,07:00,0,0.4,1,0.4,1.3,6.3,2.3,10.3604
16/01/2020,08:00,0,0.1,1.4,0.5,2.6,42.1,19.4,66.9688
16/01/2020,09:00,0,0.4,2.1,0.6,1.5,49.8,24.6,78.3438
16/01/2020,10:00,0,0.3,2,0.5,1.6,20.5,24.8,78.7812
16/01/2020,11:00,0,0.2,1.5,0.5,1.8,35.6,24.2,77.4688
